,Unnamed: 0,Unnamed: 0.1,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
279,279,279,IC2915,IC,7,"['008821006', '008821121', '008821600', '008821832', '008833209', '008833233', '008833001']"
280,280,280,IC2917,IC,7,"['008821006', '008821121', '008821600', '008821832', '008833209', '008833233', '008833001']"
281,281,281,IC2918,IC,7,"['008821006', '008821121', '008821600', '008821832', '008833209', '008833233', '008833001']"
282,282,282,IC2929,IC,7,"['008833001', '008833233', '008833209', '008821832', '008821600', '008821121', '008821006']"
283,283,283,IC2930,IC,7,"['008833001', '008833233', '008833209', '008821832', '008821600', '008821121', '008821006']"
284,284,284,IC2931,IC,7,"['008833001', '008833233', '008833209', '008821832', '008821600', '008821121', '008821006']"
285,285,285,IC2933,IC,7,"['008833001', '008833233', '008833209', '008821832', '008821600', '008821121', '008821006']"
286,286,286,IC2934,IC,7,"['008833001', '008833233', '008833209', '008821832', '008821600', '008821121', '008821006']"
287,287,287,IC2935,IC,7,"['008833001', '008833233', '008833209', '008821832', '008821600', '008821121', '008821006']"
288,288,288,IC2937,IC,7,"['008833001', '008833233', '008833209', '008821832', '008821600', '008821121', '008821006']"
289,289,289,IC2940,IC,7,"['008833001', '008833233', '008833209', '008821832', '008821600', '008821121', '008821006']"
290,290,290,IC2941,IC,7,"['008833001', '008833233', '008833209', '008821832', '008821600', '008821121', '008821006']"
291,291,291,IC3006,IC,8,"['008821006', '008821121', '008821196', '008894508', '008894201', '008894151', '008893120', '008892007']"
292,292,292,IC3007,IC,8,"['008821006', '008821121', '008821196', '008894508', '008894201', '008894151', '008893120', '008892007']"
293,293,293,IC3011,IC,8,"['008821006', '008821121', '008821196', '008894508', '008894201', '008894151', '008893120', '008892007']"
294,294,294,IC3014,IC,8,"['008821006', '008821121', '008821196', '008894508', '008894201', '008894151', '008893120', '008892007']"
295,295,295,IC3016,IC,8,"['008821006', '008821121', '008821196', '008894508', '008894201', '008894151', '008893120', '008892007']"
296,296,296,IC3017,IC,8,"['008821006', '008821121', '008821196', '008894508', '008894201', '008894151', '008893120', '008892007']"
297,297,297,IC3036,IC,8,"['008892007', '008893120', '008894151', '008894201', '008894508', '008821196', '008821121', '008821006']"
298,298,298,IC3038,IC,8,"['008892007', '008893120', '008894151', '008894201', '008894508', '008821196', '008821121', '008821006']"
299,299,299,IC3106,IC,9,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006']"
300,300,300,IC3107,IC,9,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006']"
301,301,301,IC3108,IC,9,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006']"
302,302,302,IC3110,IC,9,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006']"
303,303,303,IC3111,IC,9,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006']"
304,304,304,IC3114,IC,10,"['008814001', '008813003', '008812005', '008811007', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006']"
305,305,305,IC3116,IC,9,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006']"
306,306,306,IC3117,IC,9,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006']"
307,307,307,IC3128,IC,9,"['008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
308,308,308,IC3129,IC,9,"['008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
309,309,309,IC3131,IC,9,"['008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
310,310,310,IC3133,IC,9,"['008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
311,311,311,IC3135,IC,9,"['008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
312,312,312,IC3137,IC,9,"['008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
313,313,313,IC3138,IC,9,"['008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
314,314,314,IC3139,IC,9,"['008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
315,315,315,IC3205,IC,19,"['008885704', '008885753', '008885068', '008885001', '008886348', '008886009', '008883436', '008883311', '008814308', '008814001', '008813003', '008812005', '008812047', '008893401', '008894235', '008894201', '008894425', '008894433', '008894508']"
316,316,316,IC3206,IC,20,"['008896008', '008885704', '008885753', '008885068', '008885001', '008886348', '008886009', '008883436', '008883311', '008814308', '008814001', '008813003', '008812005', '008812047', '008893401', '008894235', '008894201', '008894425', '008894433', '008894508']"
317,317,317,IC3207,IC,20,"['008896008', '008885704', '008885753', '008885068', '008885001', '008886348', '008886009', '008883436', '008883311', '008814308', '008814001', '008813003', '008812005', '008812047', '008893401', '008894235', '008894201', '008894425', '008894433', '008894508']"
318,318,318,IC3210,IC,20,"['008896008', '008885704', '008885753', '008885068', '008885001', '008886348', '008886009', '008883436', '008883311', '008814308', '008814001', '008813003', '008812005', '008812047', '008893401', '008894235', '008894201', '008894425', '008894433', '008894508']"
319,319,319,IC3214,IC,20,"['008896008', '008885704', '008885753', '008885068', '008885001', '008886348', '008886009', '008883436', '008883311', '008814308', '008814001', '008813003', '008812005', '008812047', '008893401', '008894235', '008894201', '008894425', '008894433', '008894508']"
320,320,320,IC3229,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
321,321,321,IC3230,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
322,322,322,IC3231,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
323,323,323,IC3232,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
324,324,324,IC3233,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
325,325,325,IC3234,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
326,326,326,IC3235,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
327,327,327,IC3236,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
328,328,328,IC3237,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
329,329,329,IC3238,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
330,330,330,IC3239,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
331,331,331,IC3240,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
332,332,332,IC3241,IC,20,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001', '008885068', '008885753', '008885704', '008896008']"
333,333,333,IC3244,IC,16,"['008894508', '008894433', '008894425', '008894201', '008894235', '008893401', '008812047', '008812005', '008813003', '008814001', '008814308', '008883311', '008883436', '008886009', '008886348', '008885001']"
334,334,334,IC3308,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
335,335,335,IC3310,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
336,336,336,IC3311,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
337,337,337,IC3312,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
338,338,338,IC3313,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
339,339,339,IC3315,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
340,340,340,IC3316,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
341,341,341,IC3317,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
342,342,342,IC3318,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
343,343,343,IC3319,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
344,344,344,IC3321,IC,14,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006', '008821071', '008821535', '008821519', '008821444', '008821402']"
345,345,345,IC3323,IC,9,"['008814001', '008813003', '008812005', '008811189', '008822004', '008822343', '008821238', '008821121', '008821006']"
346,346,346,IC3327,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
347,347,347,IC3328,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
348,348,348,IC3329,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
349,349,349,IC3330,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
350,350,350,IC3335,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
351,351,351,IC3336,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
352,352,352,IC3337,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
353,353,353,IC3338,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
354,354,354,IC3339,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
355,355,355,IC3340,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
356,356,356,IC3342,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
357,357,357,IC3343,IC,14,"['008821402', '008821444', '008821519', '008821535', '008821071', '008821006', '008821121', '008821238', '008822343', '008822004', '008811189', '008812005', '008813003', '008814001']"
358,358,358,IC3406,IC,17,"['008882362', '008882339', '008882206', '008882107', '008883212', '008883006', '008883808', '008814308', '008814001', '008813003', '008812005', '008811189', '008822004', '008821600', '008821717', '008821964', '008821907']"
359,359,359,IC3407,IC,17,"['008882362', '008882339', '008882206', '008882107', '008883212', '008883006', '008883808', '008814308', '008814001', '008813003', '008812005', '008811189', '008822004', '008821600', '008821717', '008821964', '008821907']"
360,360,360,IC3411,IC,18,"['008882362', '008882339', '008882206', '008882107', '008883212', '008883006', '008883808', '008814308', '008814001', '008813003', '008812005', '008811189', '008822251', '008822004', '008821600', '008821717', '008821964', '008821907']"
361,361,361,IC3414,IC,17,"['008882362', '008882339', '008882206', '008882107', '008883212', '008883006', '008883808', '008814308', '008814001', '008813003', '008812005', '008811189', '008822004', '008821600', '008821717', '008821964', '008821907']"
362,362,362,IC3415,IC,17,"['008882362', '008882339', '008882206', '008882107', '008883212', '008883006', '008883808', '008814308', '008814001', '008813003', '008812005', '008811189', '008822004', '008821600', '008821717', '008821964', '008821907']"
363,363,363,IC3418,IC,17,"['008882362', '008882339', '008882206', '008882107', '008883212', '008883006', '008883808', '008814308', '008814001', '008813003', '008812005', '008811189', '008822004', '008821600', '008821717', '008821964', '008821907']"
364,364,364,IC3419,IC,17,"['008882362', '008882339', '008882206', '008882107', '008883212', '008883006', '008883808', '008814308', '008814001', '008813003', '008812005', '008811189', '008822004', '008821600', '008821717', '008821964', '008821907']"
365,365,365,IC3428,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
366,366,366,IC3429,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
367,367,367,IC3430,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
368,368,368,IC3431,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
369,369,369,IC3432,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
370,370,370,IC3433,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
371,371,371,IC3434,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
372,372,372,IC3435,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
373,373,373,IC3437,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
374,374,374,IC3438,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
375,375,375,IC3439,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
376,376,376,IC3441,IC,17,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206', '008882339', '008882362']"
377,377,377,IC3442,IC,15,"['008821907', '008821964', '008821717', '008821600', '008822004', '008811189', '008812005', '008813003', '008814001', '008814308', '008883808', '008883006', '008883212', '008882107', '008882206']"
378,378,378,IC3603,IC,19,"['008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
379,379,379,IC3604,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
380,380,380,IC3605,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
381,381,381,IC3606,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
382,382,382,IC3607,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
383,383,383,IC3608,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
384,384,384,IC3609,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
385,385,385,IC3610,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
386,386,386,IC3611,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
387,387,387,IC3612,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
388,388,388,IC3613,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
389,389,389,IC3614,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
390,390,390,IC3615,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
391,391,391,IC3617,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
392,392,392,IC3618,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
393,393,393,IC3619,IC,28,"['008892338', '008892320', '008892304', '008892452', '008892403', '008892205', '008892254', '008892106', '008892080', '008892007', '008893559', '008893542', '008893583', '008895067', '008895000', '008895091', '008895802', '008895836', '008814001', '008813003', '008812005', '008819406', '008833001', '008833050', '008833308', '008833449', '008833670', '008833605']"
394,394,394,IC3628,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
395,395,395,IC3629,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
396,396,396,IC3630,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
397,397,397,IC3631,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
398,398,398,IC3632,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
399,399,399,IC3633,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
400,400,400,IC3635,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
401,401,401,IC3636,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
402,402,402,IC3637,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
403,403,403,IC3638,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
404,404,404,IC3639,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
405,405,405,IC3640,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
406,406,406,IC3641,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
407,407,407,IC3642,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
408,408,408,IC3643,IC,28,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007', '008892080', '008892106', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
409,409,409,IC3644,IC,19,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007']"
410,410,410,IC3645,IC,19,"['008833605', '008833670', '008833449', '008833308', '008833050', '008833001', '008819406', '008812005', '008813003', '008814001', '008895836', '008895802', '008895091', '008895000', '008895067', '008893583', '008893542', '008893559', '008892007']"
411,411,411,IC3703,IC,2,"['008814001', '008819406']"
412,412,412,IC3706,IC,11,"['008881505', '008881562', '008881570', '008881000', '008881166', '008883113', '008883006', '008814001', '008813003', '008812005', '008819406']"
413,413,413,IC3707,IC,8,"['008881000', '008881166', '008883113', '008883006', '008814001', '008813003', '008812005', '008819406']"
414,414,414,IC3708,IC,8,"['008881000', '008881166', '008883113', '008883006', '008814001', '008813003', '008812005', '008819406']"
