,Unnamed: 0,Unnamed: 0.1,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
888,888,888,P8995,P,11,"['008892007', '008892080', '008892106', '008892288', '008892254', '008892205', '008892403', '008892452', '008892304', '008892320', '008892338']"
889,889,889,P8998,P,5,"['008892007', '008892106', '008896149', '008896115', '008896008']"
890,890,890,P8999,P,5,"['008892007', '008892106', '008896149', '008896115', '008896008']"
891,891,891,S102055,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
892,892,892,S102056,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
893,893,893,S102057,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
894,894,894,S102058,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
895,895,895,S102063,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
896,896,896,S102064,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
897,897,897,S102066,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
898,898,898,S102067,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
899,899,899,S102070,S,15,"['008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
900,900,900,S102071,S,15,"['008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
901,901,901,S102077,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
902,902,902,S102078,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
903,903,903,S102080,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
904,904,904,S102081,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
905,905,905,S102083,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
906,906,906,S102087,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
907,907,907,S102088,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
908,908,908,S102089,S,15,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001']"
909,909,909,S102090,S,15,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001']"
910,910,910,S103857,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
911,911,911,S103866,S,28,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008815016', '008812013', '008815040', '008814001', '008813003', '008812005', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
912,912,912,S103879,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
913,913,913,S103885,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
914,914,914,S103886,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
915,915,915,S103887,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
916,916,916,S103888,S,28,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001', '008815040', '008812013', '008815016', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
917,917,917,S107016,S,15,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008812005', '008813003', '008814001']"
918,918,918,S11756,S,27,"['008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814134', '008814001', '008813037', '008813003', '008813045', '008812005', '008811007', '008811148', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
919,919,919,S11757,S,27,"['008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814134', '008814001', '008813037', '008813003', '008813045', '008812005', '008811007', '008811148', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
920,920,920,S11759,S,27,"['008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814134', '008814001', '008813037', '008813003', '008813045', '008812005', '008811007', '008811148', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
921,921,921,S11760,S,27,"['008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814134', '008814001', '008813037', '008813003', '008813045', '008812005', '008811007', '008811148', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
922,922,922,S11765,S,27,"['008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814134', '008814001', '008813037', '008813003', '008813045', '008812005', '008811007', '008811148', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
923,923,923,S11766,S,27,"['008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814134', '008814001', '008813037', '008813003', '008813045', '008812005', '008811007', '008811148', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
924,924,924,S11767,S,27,"['008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814134', '008814001', '008813037', '008813003', '008813045', '008812005', '008811007', '008811148', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
925,925,925,S11768,S,12,"['008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814134', '008814001', '008813037', '008813003', '008813045', '008812005']"
926,926,926,S11777,S,27,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811148', '008811007', '008812005', '008813045', '008813003', '008813037', '008814001', '008814134', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209']"
927,927,927,S11778,S,27,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811148', '008811007', '008812005', '008813045', '008813003', '008813037', '008814001', '008814134', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209']"
928,928,928,S11779,S,27,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811148', '008811007', '008812005', '008813045', '008813003', '008813037', '008814001', '008814134', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209']"
929,929,929,S11780,S,27,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811148', '008811007', '008812005', '008813045', '008813003', '008813037', '008814001', '008814134', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209']"
930,930,930,S11782,S,27,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811148', '008811007', '008812005', '008813045', '008813003', '008813037', '008814001', '008814134', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209']"
931,931,931,S11787,S,27,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811148', '008811007', '008812005', '008813045', '008813003', '008813037', '008814001', '008814134', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209']"
932,932,932,S11788,S,27,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811148', '008811007', '008812005', '008813045', '008813003', '008813037', '008814001', '008814134', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209']"
933,933,933,S11789,S,27,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811148', '008811007', '008812005', '008813045', '008813003', '008813037', '008814001', '008814134', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209']"
934,934,934,S11955,S,28,"['008814209', '008814241', '008814258', '008814266', '008814175', '008814167', '008814159', '008814142', '008814134', '008814126', '008814118', '008814001', '008813003', '008813045', '008812005', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
935,935,935,S11956,S,28,"['008814209', '008814241', '008814258', '008814266', '008814175', '008814167', '008814159', '008814142', '008814134', '008814126', '008814118', '008814001', '008813003', '008813045', '008812005', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
936,936,936,S11957,S,28,"['008814209', '008814241', '008814258', '008814266', '008814175', '008814167', '008814159', '008814142', '008814134', '008814126', '008814118', '008814001', '008813003', '008813045', '008812005', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
937,937,937,S11960,S,28,"['008814209', '008814241', '008814258', '008814266', '008814175', '008814167', '008814159', '008814142', '008814134', '008814126', '008814118', '008814001', '008813003', '008813045', '008812005', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
938,938,938,S11964,S,28,"['008814209', '008814241', '008814258', '008814266', '008814175', '008814167', '008814159', '008814142', '008814134', '008814126', '008814118', '008814001', '008813003', '008813045', '008812005', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
939,939,939,S11966,S,28,"['008814209', '008814241', '008814258', '008814266', '008814175', '008814167', '008814159', '008814142', '008814134', '008814126', '008814118', '008814001', '008813003', '008813045', '008812005', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
940,940,940,S11967,S,28,"['008814209', '008814241', '008814258', '008814266', '008814175', '008814167', '008814159', '008814142', '008814134', '008814126', '008814118', '008814001', '008813003', '008812005', '008811007', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
941,941,941,S11970,S,28,"['008814209', '008814241', '008814258', '008814266', '008814175', '008814167', '008814159', '008814142', '008814134', '008814126', '008814118', '008814001', '008813003', '008812005', '008811007', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
942,942,942,S11971,S,28,"['008814209', '008814241', '008814258', '008814266', '008814175', '008814167', '008814159', '008814142', '008814134', '008814126', '008814118', '008814001', '008813003', '008812005', '008811007', '008811189', '008822269', '008822251', '008822004', '008822343', '008822228', '008822210', '008821311', '008821337', '008821246', '008821147', '008821121', '008821006']"
943,943,943,S11977,S,29,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811007', '008812005', '008813045', '008813003', '008814001', '008814118', '008814126', '008814134', '008814142', '008814159', '008814167', '008814175', '008814266', '008814258', '008814241', '008814209']"
944,944,944,S11978,S,28,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008812005', '008813045', '008813003', '008814001', '008814118', '008814126', '008814134', '008814142', '008814159', '008814167', '008814175', '008814266', '008814258', '008814241', '008814209']"
945,945,945,S11979,S,28,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008812005', '008813045', '008813003', '008814001', '008814118', '008814126', '008814134', '008814142', '008814159', '008814167', '008814175', '008814266', '008814258', '008814241', '008814209']"
946,946,946,S11980,S,28,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008812005', '008813045', '008813003', '008814001', '008814118', '008814126', '008814134', '008814142', '008814159', '008814167', '008814175', '008814266', '008814258', '008814241', '008814209']"
947,947,947,S11981,S,28,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008812005', '008813045', '008813003', '008814001', '008814118', '008814126', '008814134', '008814142', '008814159', '008814167', '008814175', '008814266', '008814258', '008814241', '008814209']"
948,948,948,S11983,S,28,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008812005', '008813045', '008813003', '008814001', '008814118', '008814126', '008814134', '008814142', '008814159', '008814167', '008814175', '008814266', '008814258', '008814241', '008814209']"
949,949,949,S11984,S,28,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008812005', '008813045', '008813003', '008814001', '008814118', '008814126', '008814134', '008814142', '008814159', '008814167', '008814175', '008814266', '008814258', '008814241', '008814209']"
950,950,950,S11988,S,28,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008812005', '008813045', '008813003', '008814001', '008814118', '008814126', '008814134', '008814142', '008814159', '008814167', '008814175', '008814266', '008814258', '008814241', '008814209']"
951,951,951,S11995,S,34,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008811007', '008812005', '008813003', '008814001', '008814118', '008814126', '008814134', '008814142', '008814159', '008814167', '008814175', '008814266', '008814258', '008814241', '008814209', '008871332', '008871308', '008871225', '008871217', '008871100', '008872009']"
952,952,952,S11996,S,15,"['008821006', '008821121', '008821147', '008821246', '008821337', '008821311', '008822210', '008822228', '008822343', '008822004', '008822251', '008822269', '008811189', '008812005', '008814001']"
953,953,953,S203055,S,13,"['008811601', '008811635', '008811718', '008811726', '008811734', '008811742', '008811759', '008811767', '008811775', '008833159', '008833134', '008833126', '008833001']"
954,954,954,S203057,S,13,"['008811601', '008811635', '008811718', '008811726', '008811734', '008811742', '008811759', '008811767', '008811775', '008833159', '008833134', '008833126', '008833001']"
955,955,955,S203063,S,13,"['008811601', '008811635', '008811718', '008811726', '008811734', '008811742', '008811759', '008811767', '008811775', '008833159', '008833134', '008833126', '008833001']"
956,956,956,S203068,S,13,"['008811601', '008811635', '008811718', '008811726', '008811734', '008811742', '008811759', '008811767', '008811775', '008833159', '008833134', '008833126', '008833001']"
957,957,957,S203077,S,13,"['008833001', '008833126', '008833134', '008833159', '008811775', '008811767', '008811759', '008811742', '008811734', '008811726', '008811718', '008811635', '008811601']"
958,958,958,S203078,S,13,"['008833001', '008833126', '008833134', '008833159', '008811775', '008811767', '008811759', '008811742', '008811734', '008811726', '008811718', '008811635', '008811601']"
959,959,959,S203089,S,13,"['008833001', '008833126', '008833134', '008833159', '008811775', '008811767', '008811759', '008811742', '008811734', '008811726', '008811718', '008811635', '008811601']"
960,960,960,S206467,S,13,"['008811601', '008811635', '008811718', '008811726', '008811734', '008811742', '008811759', '008811767', '008811775', '008833159', '008833134', '008833126', '008833001']"
961,961,961,S206477,S,13,"['008833001', '008833126', '008833134', '008833159', '008811775', '008811767', '008811759', '008811742', '008811734', '008811726', '008811718', '008811635', '008811601']"
962,962,962,S206478,S,13,"['008833001', '008833126', '008833134', '008833159', '008811775', '008811767', '008811759', '008811742', '008811734', '008811726', '008811718', '008811635', '008811601']"
963,963,963,S206484,S,13,"['008833001', '008833126', '008833134', '008833159', '008811775', '008811767', '008811759', '008811742', '008811734', '008811726', '008811718', '008811635', '008811601']"
964,964,964,S23655,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
965,965,965,S23656,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
966,966,966,S23657,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
967,967,967,S23659,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
968,968,968,S23660,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
969,969,969,S23662,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
970,970,970,S23665,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
971,971,971,S23667,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
972,972,972,S23669,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
973,973,973,S23678,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
974,974,974,S23679,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
975,975,975,S23680,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
976,976,976,S23683,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
977,977,977,S23688,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
978,978,978,S23689,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
979,979,979,S23692,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
980,980,980,S23756,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
981,981,981,S23757,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
982,982,982,S23760,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
983,983,983,S23763,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
984,984,984,S23764,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
985,985,985,S23765,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
986,986,986,S23766,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
987,987,987,S23767,S,22,"['008883006', '008883022', '008883808', '008814332', '008814308', '008814340', '008814357', '008814365', '008814373', '008814001', '008813003', '008812005', '008811007', '008811130', '008811213', '008811221', '008811247', '008811254', '008811262', '008811270', '008811288', '008833001']"
988,988,988,S23778,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
989,989,989,S23779,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
990,990,990,S23781,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
991,991,991,S23787,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
